Family name,Title,Personal name,Fate,Age,Department/Class,Passenger/Crew,Citizenship,Adult/Minor,Sex,age_was_imputed
HUNTER,Mrs.,George Hardie (Maggie MacGregor),lost,39.0,Second,Passenger,British,Adult,female,False
HUSTON,Miss,Nellie,lost,31.0,Second,Passenger,British,Adult,female,False
INCH,Mr.,William Ernest,saved,27.0,Second,Passenger,British,Adult,male,False
JACKSON,Mr.,Isaac,saved,32.0,Second,Passenger,British,Adult,male,False
JACKSON,Mr.,Percy Thornton,lost,32.0,Second,Passenger,British,Adult,male,False
JONES,Mr.,"William ""Parry"" Gwynn(e)",saved,24.0,Second,Passenger,British,Adult,male,False
JONES,Mr.,Patrick Llewellynn,lost,28.0,Second,Passenger,British,Adult,male,False
JONES,Mr.,Fred,lost,32.0,Second,Passenger,British,Adult,male,False
JONES,Mr.,"Isaac ""Ike"" Talbot",lost,32.0,Second,Passenger,British,Adult,male,False
JONES,Master,William Edward,lost,15.0,Second,Passenger,British,Infant,male,False
JONES,Miss, Gwendolyn,lost,29.0,Second,Passenger,British,Adult,female,False
JONES,Mrs.,Alfred (Ellen),lost,31.0,Second,Passenger,British,Adult,female,False
JUDSON,Mr.,Frederick Sheldon,saved,25.0,Second,Passenger,USA,Adult,male,False
KAY,Master,Robert Belsher,saved,7.0,Second,Passenger,British,Minor,male,False
KAY,Mrs.,James (Marguerita Belsher),lost,31.0,Second,Passenger,British,Adult,female,False
KAYE,Miss,Kathleen (Hannah Ermine Kathleen Kirschbaum),saved,16.0,Second,Passenger,British,Minor,female,False
KEELY,Miss,Annie,lost,31.0,Second,Passenger,British,Adult,female,False
KELLY,Mr.,James Robert,lost,42.0,Second,Passenger,British,Adult,male,False
KELLY,Miss,Margaret S.,lost,34.0,Second,Passenger,USA,Adult,female,False
KENNEY,Mrs.,Peter (Margaret),lost,32.0,Second,Passenger,British,Adult,female,False
KENNEY,Miss,Mary Bridget,lost,2.0,Second,Passenger,British,Minor,female,False
KINCH,Mrs.,William (Eunice Mustoe),lost,45.0,Second,Passenger,British,Adult,female,False
KING,Mrs.,Sidney (Martha Frances),lost,59.0,Second,Passenger,British,Adult,female,False
KUEBELLICK,Mr.,Samuel Max,lost,31.0,Second,Passenger,British,Adult,male,False
LADD,Mr.,Owen,lost,33.0,Second,Passenger,British,Adult,male,False
LAKIN,Miss,Martha Maria,lost,40.0,Second,Passenger,British,Adult,female,False
LAMBIE,Mrs.,Daniel (Mary Docherty),lost,27.0,Second,Passenger,British,Adult,female,False
LAMBIE,Miss,Mary,lost,2.0,Second,Passenger,British,Minor,female,False
LAMBIE,Miss,Elizabeth,lost,8.0,Second,Passenger,British,Minor,female,False
LANCASTER,Mr.,Francis William,lost,50.0,Second,Passenger,British,Adult,male,False
LANCASTER,Miss,Annie,lost,31.0,Second,Passenger,British,Adult,female,False
LANCASTER,Miss,Dorothy,lost,31.0,Second,Passenger,British,Adult,female,False
LANDER,Mr.,Edward Harris,saved,32.0,Second,Passenger,British,Adult,male,False
LANE,Mr.,George Benjamin,saved,26.0,Second,Passenger,British,Adult,male,False
LAWRENCE,Miss,Ella Woods,lost,50.0,Second,Passenger,British,Adult,female,False
LAWRENSON,Mr.,Edward,lost,32.0,Second,Passenger,British,Adult,male,False
LAWRENSON,Mrs.,Edward (Elizabeth),lost,31.0,Second,Passenger,British,Adult,female,False
LEE,Miss,Bridget,saved,51.0,Second,Passenger,British,Adult,female,False
LEIPOLD,Miss,Catherine Estella M.,saved,27.0,Second,Passenger,British,Adult,female,False
LEVERICH,Miss,Rosina Philip,lost,28.0,Second,Passenger,USA,Adult,female,False
LEVERICH,Mrs.,William Edward (Rosina Thomas Philips),lost,60.0,Second,Passenger,USA,Adult,female,False
LEWIS,Mr.,"Isaac ""John""",saved,31.0,Second,Passenger,British,Adult,male,False
LEWIS,Mrs.,"Isaac ""John"" (Jane Marshall)",saved,31.0,Second,Passenger,British,Adult,female,False
LEWIS,Miss,Edith,saved,5.0,Second,Passenger,British,Minor,female,False
LINES,Mrs.,Stanley Llandolf Burnett (Ethel Moore Lamping),saved,34.0,Second,Passenger,British,Adult,female,False
LINES,Mr.,Stanley Llandolf Burnett,saved,30.0,Second,Passenger,British,Adult,male,False
LINTOTT,Mr.,Roy Iver,lost,21.0,Second,Passenger,British,Adult,male,False
LITTLE,Mrs.,J. (Margaret),lost,24.0,Second,Passenger,British,Adult,female,False
LITTLE,Miss,Alice Laura,lost,14.0,Second,Passenger,British,Infant,female,False
LOHDEN,Mrs.,H. Arnold (Sarah Rose Mary Arnold),saved,38.0,Second,Passenger,British,Adult,female,False
LOHDEN,Miss,Rose Elsie,saved,11.0,Second,Passenger,British,Minor,female,False
LONGDIN,Mr.,Arthur,lost,39.0,Second,Passenger,British,Adult,male,False
LONGDIN,Mrs.,Arthur (Matilda Hartley),lost,30.0,Second,Passenger,British,Adult,female,False
LOVETT,Miss,Mary,lost,31.0,Second,Passenger,British,Adult,female,False
LOYND,Reverend,David,lost,51.0,Second,Passenger,British,Adult,male,False
LOYND,Mrs.,David (Alice Grimshaw),lost,49.0,Second,Passenger,British,Adult,female,False
LUCAS,Mr.,Francis John,saved,22.0,Second,Passenger,British,Adult,male,False
LUND,Mr.,Charles Henry,lost,29.0,Second,Passenger,USA,Adult,male,False
LUND,Mrs.,Charles Henry (Sarah Jane Mounsey),saved,29.0,Second,Passenger,USA,Adult,female,False
MacFARQUHAR,Mrs.,John (Jane Ann Grant),saved,52.0,Second,Passenger,USA,Adult,female,False
MacFARQUHAR,Miss,Grace Marie,saved,16.0,Second,Passenger,USA,Minor,female,False
MacGREGOR,Mr.,Arthur L.,lost,31.0,Second,Passenger,British,Adult,male,False
MacGREGOR,Mrs.,Betsy,lost,63.0,Second,Passenger,British,Adult,female,False
MacHARDY,Mrs.,Peter Kenneth (Annie R.),lost,38.0,Second,Passenger,USA,Adult,female,False
MACKAY,Mr.,Hamish,lost,33.0,Second,Passenger,British,Adult,male,False
MacKENZIE,Mrs.,Robert (Mary A.),lost,31.0,Second,Passenger,USA,Adult,female,False
MACKY,Mr.,Joseph Cochrane,lost,60.0,Second,Passenger,British,Adult,male,False
MACKY,Mrs.,Joseph Cochrane (Mary Birrell),lost,56.0,Second,Passenger,British,Adult,female,False
MACLAY,Miss,Bessie,lost,31.0,Second,Passenger,British,Adult,female,False
MAINMAN,Mr.,Alfred S.,lost,19.0,Second,Passenger,British,Adult,male,False
MAINMAN,Mr.,John V.,lost,21.0,Second,Passenger,British,Adult,male,False
MAINMAN,Mr.,Alfred Reid,lost,55.0,Second,Passenger,British,Adult,male,False
MAINMAN,Master,Edwin Richard,saved,7.0,Second,Passenger,British,Minor,male,False
MAINMAN,Mrs.,"Alfred Reid (Elizabeth Sarah ""Annie"" Dowsett)",lost,31.0,Second,Passenger,British,Adult,female,False
MAINMAN,Miss,Elizabeth,saved,7.0,Second,Passenger,British,Minor,female,False
MAINMAN,Miss,"Mary ""Molly"" Frances",saved,16.0,Second,Passenger,British,Minor,female,False
MANBY,Miss,Ada,saved,36.0,Second,Passenger,British,Adult,female,False
MANNION,Mr.,Martin,saved,32.0,Second,Passenger,British,Adult,male,False
MARICHAL,Professor,Joseph Phillibert René,saved,38.0,Second,Passenger,French,Adult,male,False
MARICHAL,Master,Maurice,saved,32.0,Second,Passenger,French,Infant,male,False
MARICHAL,Mrs.,Joseph Phillibert René (Yvonne Jessie Emerson),saved,39.0,Second,Passenger,French,Adult,female,False
MARICHAL,Miss,Phyllis Renée,saved,2.0,Second,Passenger,French,Minor,female,False
MARICHAL,Miss,"Yvonne ""Eve""",saved,6.0,Second,Passenger,French,Minor,female,False
MARTIN,Mr.,Charles D.,lost,31.0,Second,Passenger,British,Adult,male,False
MARTIN,Miss,Ruby,saved,26.0,Second,Passenger,British,Adult,female,False
MARTIN-DAVEY,Mr.,Arthur,lost,18.0,Second,Passenger,British,Adult,male,False
MARTIN-DAVEY,Mr.,William (Elizabeth Cumbe Heard),lost,53.0,Second,Passenger,British,Adult,male,False
MARTIN-DAVEY,Mr.,William,lost,32.0,Second,Passenger,British,Adult,male,False
MATTHEWS,Lieutenant,Robert,lost,34.0,Second,Passenger,British,Adult,male,False
MATTHEWS,Mrs.,Robert (Annie),lost,31.0,Second,Passenger,British,Adult,female,False
MATTHEWSON,Master,Joseph,lost,8.0,Second,Passenger,British,Infant,male,False
MATTHEWSON,Mrs.,Maud E. S.,lost,31.0,Second,Passenger,British,Adult,female,False
MAYCOCK,Miss,Mary,saved,23.0,Second,Passenger,British,Adult,female,False
McCLINTOCK,Miss,Margaret,saved,31.0,Second,Passenger,British,Adult,female,False
McCLURE,Miss,Margaret,lost,31.0,Second,Passenger,British,Adult,female,False
McCOLM,Mrs.,James A. (Christina Harrow S. Rae),saved,38.0,Second,Passenger,British,Adult,female,False
McCORKINDALE,Master,Duncan,lost,7.0,Second,Passenger,British,Minor,male,False
McCORKINDALE,Mrs.,Daniel (Elizabeth Ritchie),lost,33.0,Second,Passenger,British,Adult,female,False
McCORKINDALE,Miss,Mary,lost,31.0,Second,Passenger,British,Infant,female,False
McDONNELL,Miss,"Kate ""Kitty""",saved,25.0,Second,Passenger,British,Adult,female,False
McEVOY,Mr.,Henry,lost,32.0,Second,Passenger,British,Adult,male,False
McFAYDEN,Mr.,Hugh,saved,24.0,Second,Passenger,British,Adult,male,False
McGINLEY,Mr.,Patrick Vincent,saved,32.0,Second,Passenger,British,Adult,male,False
McGOVERN,Miss,"Mary G. ""Mazie""",lost,21.0,Second,Passenger,USA,Adult,female,False
McILROY,Mr.,Archibald,lost,32.0,Second,Passenger,British,Adult,male,False
McKECHAN,Master,Campbell Ballantyne,saved,10.0,Second,Passenger,British,Infant,male,False
McKECHAN,Master,James,lost,6.0,Second,Passenger,British,Minor,male,False
McKECHAN,Mrs.,Robert (Elizabeth Ballantyne),saved,32.0,Second,Passenger,British,Adult,female,False
McKINNON,Mrs.,Robert (Jeanie Gilmour Beith),lost,27.0,Second,Passenger,British,Adult,female,False
McLELLAN,Miss,Sarah,saved,36.0,Second,Passenger,British,Adult,female,False
McPARTLIN,Mr.,Myles,lost,32.0,Second,Passenger,USA,Adult,male,False
MECREDY,Dr.,"Ralph Jack Richard, Jr.",saved,26.0,Second,Passenger,British,Adult,male,False
MENZIES,Miss,Isabella,lost,57.0,Second,Passenger,British,Adult,female,False
MERIHEINA,Mr.,William Uno,saved,26.0,Second,Passenger,Russian,Adult,male,False
MICHAEL,Mr.,Dewi,saved,38.0,Second,Passenger,British,Adult,male,False
MIDDLEMAST,Mrs.,Edward (Isabella L. Woodget),saved,32.0,Second,Passenger,British,Adult,female,False
MIDDLETON,Miss,Alice,saved,25.0,Second,Passenger,British,Adult,female,False
MILFORD,Mr.,Frederick John,saved,36.0,Second,Passenger,USA,Adult,male,False
MILLAR,Mrs.,Aubrey M. (Margaret Todd),lost,42.0,Second,Passenger,British,Adult,female,False
MITCHELHILL,Mr.,William (Mitchell Hill),lost,44.0,Second,Passenger,British,Adult,male,False
MITCHELL,Mr.,Arthur Jackson ,saved,45.0,Second,Passenger,USA,Adult,male,False
MITCHELL,Mr.,Walter Dawson,lost,27.0,Second,Passenger,British,Adult,male,False
MITCHELL,Master,"Walter Dawson, Jr.",lost,10.0,Second,Passenger,USA,Infant,male,False
MITCHELL,Mrs.,"Walter Dawson (Jeanette ""Nettie"" Elizabeth Moore)",saved,27.0,Second,Passenger,British,Adult,female,False
MOFFATT,Mr.,William,lost,32.0,Second,Passenger,British,Adult,male,False
MOLLOY,Miss,Margaret,lost,31.0,Second,Passenger,British,Adult,female,False
MOODY,Miss,Martha (Meta),saved,38.0,Second,Passenger,British,Adult,female,False
MOODY,Mrs.,Martha (Martha Hemphill),lost,70.0,Second,Passenger,British,Adult,female,False
MOORE,Mr.,John,saved,24.0,Second,Passenger,British,Adult,male,False
MOORE,Dr.,Daniel Virgil,saved,36.0,Second,Passenger,USA,Adult,male,False
MOORE,Mr.,Edwin,lost,62.0,Second,Passenger,British,Adult,male,False
MOORE,Mr.,Ernest,lost,32.0,Second,Passenger,British,Adult,male,False
MORRIS,Reverend,Hugh Carlton Syddall,saved,32.0,Second,Passenger,British,Adult,male,False
MOUNSEY,Mr.,William Edgar,lost,58.0,Second,Passenger,USA,Adult,male,False
MUIR,Mr.,Matthew,saved,62.0,Second,Passenger,British,Adult,male,False
MURDOCH,Miss,Jessie,saved,34.0,Second,Passenger,British,Adult,female,False
MURRAY,Mrs.,Christopher (Rose Ellen McGinley),saved,30.0,Second,Passenger,USA,Adult,female,False
MUSTOE-KINCH,Mr.,William,lost,19.0,Second,Passenger,British,Adult,male,False
MYERS,Master,William Ellason G.,saved,16.0,Second,Passenger,British,Minor,male,False
NAISH,Mrs.,Theodore (Belle Saunders),saved,49.0,Second,Passenger,USA,Adult,female,False
NAISH,Mr.,Theodore,lost,59.0,Second,Passenger,USA,Adult,male,False
NEATBY,Miss,Winifred (Freda),saved,29.0,Second,Passenger,British,Adult,female,False
NEEDHAM,Mr.,Henry E.,saved,32.0,Second,Passenger,British,Adult,male,False
NEGUS,Mr.,Edward,saved,27.0,Second,Passenger,British,Adult,male,False
NEILSON,Mr.,Charles H.,lost,18.0,Second,Passenger,British,Adult,male,False
NEILSON,Mr.,Henry,lost,41.0,Second,Passenger,British,Adult,male,False
NEILSON,Mrs.,Henry (Frances),lost,40.0,Second,Passenger,British,Adult,female,False
NEIMARK,Mr.,Abraham,lost,32.0,Second,Passenger,Russian,Adult,male,False
NEVILLE,Mr.,Albert Charles,lost,40.0,Second,Passenger,British,Adult,male,False
NEVILLE,Master,Charles,lost,11.0,Second,Passenger,British,Minor,male,False
NEVILLE,Mrs.,Albert Charles (Mabel Frances),saved,35.0,Second,Passenger,British,Adult,female,False
NEVILLE,Miss,Muriel,lost,4.0,Second,Passenger,British,Minor,female,False
NEVILLE,Miss,Evelyn,lost,14.0,Second,Passenger,British,Minor,female,False
NICHOL,Miss,Mary F.,lost,22.0,Second,Passenger,British,Adult,female,False
NICHOLL,Mr.,George,lost,32.0,Second,Passenger,British,Adult,male,False
NICHOLSON,Mr.,Charles Duncan,lost,27.0,Second,Passenger,British,Adult,male,False
NORMAN,Mr.,Robert,lost,39.0,Second,Passenger,British,Adult,male,False
NORTH,Miss,Olive,saved,25.0,Second,Passenger,British,Adult,female,False
O'DONNELL,Mr.,Patrick,saved,35.0,Second,Passenger,USA,Adult,male,False
OWENS,Mrs.,Hubert Isaacs (Cecelia Mildred Smith) (sister of Alfred Smith),saved,33.0,Second,Passenger,British,Adult,female,False
OWENS,Master,Reginald (son of Cecelia Owens),lost,8.0,Second,Passenger,British,Minor,male,False
OWENS,Master,Ronald (son of Cecelia Owens),lost,10.0,Second,Passenger,British,Minor,male,False
PAGE,Mr.,Andrew,saved,30.0,Second,Passenger,British,Adult,male,False
PALMER,Mr.,Albert,lost,32.0,Second,Passenger,British,Adult,male,False
PALMER,Mr.,Frank Arthur,lost,32.0,Second,Passenger,British,Adult,male,False
PALMER,Master,Albert,lost,6.0,Second,Passenger,British,Infant,male,False
PALMER,Master,Edgar,lost,6.0,Second,Passenger,British,Minor,male,False
PALMER,Mrs.,Albert (Annie Oakes),lost,33.0,Second,Passenger,British,Adult,female,False
PALMER,Miss,Kathleen,lost,41.0,Second,Passenger,British,Adult,female,False
PALMER,Miss,Olive,lost,4.0,Second,Passenger,British,Minor,female,False
PARSONS,Mr.,Archibald Ernest,lost,30.0,Second,Passenger,British,Adult,male,False
PARTLETT,Mrs.,Frank (Amy),lost,35.0,Second,Passenger,British,Adult,female,False
PARTLETT,Miss,Enid,lost,13.0,Second,Passenger,British,Minor,female,False
PAVEY,Miss,Lorna Mary,saved,28.0,Second,Passenger,British,Adult,female,False
PAYNE,Mr.,Martin Sylvester,saved,19.0,Second,Passenger,British,Adult,male,False
PEACOCK,Master,"Thomas Edward, Jr.",saved,17.0,Second,Passenger,British,Minor,male,False
PEACOCK,Mrs.,Elizabeth L. (Elizabeth L. Todd),saved,48.0,Second,Passenger,British,Adult,female,False
PELLS,Mr.,Cyril Elmore,saved,24.0,Second,Passenger,British,Adult,male,False
PELLS,Master,John,lost,32.0,Second,Passenger,British,Infant,male,False
PELLS,Mrs.,Cyril Elmore (Mary Anita Reeve),saved,32.0,Second,Passenger,British,Adult,female,False
PHAIR,Reverend,Ernest Edward Maxwell,lost,44.0,Second,Passenger,British,Adult,male,False
PIRIE,Master,Arthur,lost,4.0,Second,Passenger,British,Minor,male,False
PIRIE,Mrs.,Arthur (Annie),lost,35.0,Second,Passenger,British,Adult,female,False
PIRIE,Miss,Margaret,lost,10.0,Second,Passenger,British,Minor,female,False
PIRRIE,Miss,Henrietta,lost,31.0,Second,Passenger,British,Adult,female,False
PLANK,Mrs.,David (Harriet Slinger),saved,61.0,Second,Passenger,British,Adult,female,False
POOLE,Mrs.,Thomas William (Gertrude Kate Elizabeth Veale),lost,45.0,Second,Passenger,British,Adult,female,False
POTTER,Mr.,Walter,lost,32.0,Second,Passenger,British,Adult,male,False
PRESCOTT,Mrs.,George (Bertha Martin),lost,30.0,Second,Passenger,British,Adult,female,False
PRESS,Miss,Mary Jane,lost,34.0,Second,Passenger,British,Adult,female,False
PRESTON-SMITH,Mr.,John,saved,28.0,Second,Passenger,British,Adult,male,False
PRICHARD,Mr.,Richard Preston,lost,29.0,Second,Passenger,British,Adult,male,False
PROUDFOOT,Mr.,Samuel Lamond,lost,32.0,Second,Passenger,British,Adult,male,False
PURSE,Mr.,Reginald,lost,32.0,Second,Passenger,British,Adult,male,False
PURSE,Mrs.,Reginald (Gertrude Alice),lost,31.0,Second,Passenger,British,Adult,female,False
PYE,Mrs.,William Samuel (Charlotte Lillian),saved,28.0,Second,Passenger,British,Adult,female,False
PYE,Miss,Marjorie,lost,18.0,Second,Passenger,British,Infant,female,False
READDIE,Mr.,James Robert,saved,29.0,Second,Passenger,British,Adult,male,False
REID,Mr.,Peter,lost,32.0,Second,Passenger,British,Adult,male,False
RICHARDS,Mr.,Thomas Henry,saved,40.0,Second,Passenger,USA,Adult,male,False
RICHARDS,Master,Cecil Harry,saved,4.0,Second,Passenger,USA,Minor,male,False
RICHARDS,Master,Thomas Percy,saved,7.0,Second,Passenger,British,Minor,male,False
RICHARDS,Mrs.,"Thomas Henry (Phillippa ""Phyllis"" Conner)",saved,38.0,Second,Passenger,British,Adult,female,False
RICHARDS,Miss,Dora Millicent,lost,18.0,Second,Passenger,USA,Infant,female,False
RICHARDSON,Mrs.,James (Annie),saved,39.0,Second,Passenger,British,Adult,female,False
RITCHIE,Mr.,William Joss,lost,32.0,Second,Passenger,British,Adult,male,False
ROBERTSON,Mr.,Andrew,lost,32.0,Second,Passenger,British,Adult,male,False
ROBINSON,Mr.,Thomas H.,lost,32.0,Second,Passenger,British,Adult,male,False
ROBINSON,Mrs.,Thomas H. (Edith),saved,31.0,Second,Passenger,British,Adult,female,False
ROBSON,Mr.,Kenneth Hamilton Stewart,lost,29.0,Second,Passenger,British,Adult,male,False
ROBSON,Miss,Annie,lost,30.0,Second,Passenger,British,Adult,female,False
ROGERS,Miss,Elizabeth (sister of Sarah Fish),saved,31.0,Second,Passenger,British,Adult,female,False
ROGERS,Mr.,Richard James,lost,41.0,Second,Passenger,British,Adult,male,False
ROLFE,Mr.,George Sommerville,lost,31.0,Second,Passenger,British,Adult,male,False
ROONEY,Miss,Mary,lost,31.0,Second,Passenger,British,Adult,female,False
ROSE,Mr.,Fred J.,saved,32.0,Second,Passenger,British,Adult,male,False
ROWELL,Mr.,Thomas Reuben,lost,32.0,Second,Passenger,British,Adult,male,False
RYAN,Miss,Mary,lost,31.0,Second,Passenger,British,Adult,female,False
SALT,Mr.,Henry Jordan,lost,37.0,Second,Passenger,USA,Adult,male,False
SAMOULESCU,Mr.,David (Dave Samuels),lost,36.0,Second,Passenger,USA,Adult,male,False
SANDELLS,Mr.,Thomas,saved,50.0,Second,Passenger,British,Adult,male,False
SCOTT,Mr.,George,saved,27.0,Second,Passenger,British,Adult,male,False
SCRIMGEOUR,Mr.,William,saved,32.0,Second,Passenger,British,Adult,male,False
SECCHI,Mrs.,Herbert (Edith Helen West),saved,35.0,Second,Passenger,British,Adult,female,False
SEMOURS,Mr.,Charles T.,lost,32.0,Second,Passenger,British,Adult,male,False
SEMPLE,Master,John,lost,32.0,Second,Passenger,British,Infant,male,False
SEMPLE,Mrs.,Andrew (Agnes Gilmour),lost,29.0,Second,Passenger,British,Adult,female,False
SHAW,Miss,Emily,lost,32.0,Second,Passenger,British,Adult,female,False
SHINEMAN,Mr.,James W.,lost,29.0,Second,Passenger,USA,Adult,male,False
SHINEMAN,Mrs.,James W. (Margaret McKenzie),lost,31.0,Second,Passenger,USA,Adult,female,False
SIMPSON,Reverend,Henry Wood,saved,37.0,Second,Passenger,British,Adult,male,False
SLATER,Mr.,Frank William,lost,32.0,Second,Passenger,British,Adult,male,False
SLATTERY,Mr.,Patrick John,saved,27.0,Second,Passenger,USA,Adult,male,False
SMART,Mr.,George Mercer,lost,32.0,Second,Passenger,British,Adult,male,False
SMITH,Miss,Helen,saved,6.0,Second,Passenger,British,Minor,female,False
SMITH,Mr.,George Arthur,lost,32.0,Second,Passenger,British,Adult,male,False
SMITH,Mr.,Albert R.,lost,35.0,Second,Passenger,British,Adult,male,False
SMITH,Mr.,Alfred F.,lost,32.0,Second,Passenger,British,Adult,male,False
SMITH,Mr.,David J.,lost,32.0,Second,Passenger,British,Adult,male,False
SMITH,Mr.,Harry,lost,32.0,Second,Passenger,British,Adult,male,False
SMITH,Master,Hubert,lost,6.0,Second,Passenger,British,Infant,male,False
SMITH,Mrs.,Albert R. (Gladys E.),lost,31.0,Second,Passenger,British,Adult,female,False
SMITH,Mrs.,Alfred F. (Elizabeth A. Jones),lost,31.0,Second,Passenger,British,Adult,female,False
SMITH,Miss,Sarah,lost,31.0,Second,Passenger,British,Adult,female,False
SMITH,Miss,Dorothy,lost,31.0,Second,Passenger,British,Infant,female,False
SORENSON,Mr.,Soren,saved,33.0,Second,Passenger,British,Adult,male,False
SPILLMAN,Mr.,John Bowen,lost,33.0,Second,Passenger,British,Adult,male,False
SPILLMAN,Mrs.,John Bowen (Eliza),lost,31.0,Second,Passenger,British,Adult,female,False
STANLEY,Mr.,Henry William,lost,32.0,Second,Passenger,British,Adult,male,False
STEVENS,Mr.,Charles Henry,lost,57.0,Second,Passenger,USA,Adult,male,False
STEVENSON,Mrs.,William (Janet M. Wallace),lost,31.0,Second,Passenger,British,Adult,female,False
STEVENSON,Miss,Elizabeth P.,lost,31.0,Second,Passenger,British,Infant,female,False
STEWART,Master,John Knox,saved,5.0,Second,Passenger,British,Infant,male,False
STEWART,Mrs.,James (Christina Knox?),saved,30.0,Second,Passenger,British,Adult,female,False
STOKES,Mr.,"George Edward ""Ted""",lost,32.0,Second,Passenger,British,Adult,male,False
STOKES,Master,William,lost,2.0,Second,Passenger,British,Minor,male,False
STOKES,Mrs.,George Edward (Mabel Elliott),lost,31.0,Second,Passenger,British,Adult,female,False
STONES,Mr.,Norman,saved,28.0,Second,Passenger,British,Adult,male,False
STONES,Mrs.,Norman (Hilda Mary Joy),lost,29.0,Second,Passenger,British,Adult,female,False
STORCH,Mr.,Walter Reinhold,saved,29.0,Second,Passenger,British,Adult,male,False
STROUD,Mr.,Edwin Percy Wallace,saved,38.0,Second,Passenger,British,Adult,male,False
STROUD,Mrs.,Edwin Percy Wallace (Constance Eda Simpson),saved,31.0,Second,Passenger,British,Adult,female,False
STROUD,Miss,Helen,lost,3.0,Second,Passenger,British,Minor,female,False
SULLIVAN,Mr.,George,lost,32.0,Second,Passenger,British,Adult,male,False
SULLIVAN,Mrs.,George (Emily),lost,31.0,Second,Passenger,British,Adult,female,False
SULLIVAN (O'Sullivan),Mr.,Florence,saved,26.0,Second,Passenger,British,Adult,male,False
SULLIVAN (O'Sullivan),Mrs.,Florence (Julia O'Neill),saved,25.0,Second,Passenger,British,Adult,female,False
SUMNER,Mr.,Thomas,saved,32.0,Second,Passenger,British,Adult,male,False
SURMAN,Mrs.,Henry George (Mabel Annie Bird),lost,31.0,Second,Passenger,British,Adult,female,False
SUTHERST,Mr.,Thomas,lost,32.0,Second,Passenger,British,Adult,male,False
SWEENEY,Mr.,John Martin,saved,32.0,Second,Passenger,USA,Adult,male,False
SWEET,Mr.,Frank Harold,saved,22.0,Second,Passenger,British,Adult,male,False
TAFT,Mr.,Sidney,saved,31.0,Second,Passenger,British,Adult,male,False
TARRY,Mr.,Edward,saved,27.0,Second,Passenger,British,Adult,male,False
TAYLOR,Master,Stanley Robert,saved,14.0,Second,Passenger,USA,Minor,male,False
TAYLOR,Mrs.,Stanley Robert (Annie Sarah Johnson),lost,41.0,Second,Passenger,USA,Adult,female,False
THOMAS,Mr.,Ernest,lost,33.0,Second,Passenger,British,Adult,male,False
THOMAS,Mrs.,Ernest (Mary Hannah (Ann?)),lost,31.0,Second,Passenger,British,Adult,female,False
THOMPSON,Mr.,Albert,lost,37.0,Second,Passenger,British,Adult,male,False
THOMPSON,Mr.,Robert Joseph,lost,37.0,Second,Passenger,British,Adult,male,False
THOMPSON,Miss,Muriel,lost,30.0,Second,Passenger,British,Adult,female,False
THURSTON,Mr.,John,lost,32.0,Second,Passenger,British,Adult,male,False
TIERNEY,Mrs.,James (Mary),lost,26.0,Second,Passenger,British,Adult,female,False
TIERNEY,Miss,Nina,lost,5.0,Second,Passenger,British,Minor,female,False
TIJOU,Mr.,Walter Edgar,saved,44.0,Second,Passenger,British,Adult,male,False
TIJOU,Master,Howard Walter,lost,10.0,Second,Passenger,British,Minor,male,False
TODD,Mr.,David,lost,28.0,Second,Passenger,British,Adult,male,False
TREVERROW,Mrs.,Caroline (Caroline Richards),lost,62.0,Second,Passenger,British,Adult,female,False
TULLOCH,Mr.,James,lost,32.0,Second,Passenger,British,Adult,male,False
TULLOCH,Mrs.,James (Agnes Kerr),lost,21.0,Second,Passenger,British,Adult,female,False
TULLOCH,Miss,Hannah,lost,11.0,Second,Passenger,British,Infant,female,False
TURPIN,Mr.,Thomas Keith,saved,30.0,Second,Passenger,British,Adult,male,False
TURPIN,Mrs.,Thomas Keith (Maud Adelaide Otway Hatchell),saved,31.0,Second,Passenger,British,Adult,female,False
TWIGG,Mr.,Frederick Alexander,lost,32.0,Second,Passenger,British,Adult,male,False
TYERS,Mr.,Frederick Charles,lost,32.0,Second,Passenger,British,Adult,male,False
VANCE,Mr.,John,lost,30.0,Second,Passenger,USA,Adult,male,False
VARCOE,Mr.,John Francis (Lavinia Woodgate),lost,70.0,Second,Passenger,British,Adult,male,False
VARLEY,Miss,Alice Mercy,lost,50.0,Second,Passenger,British,Adult,female,False
VENN,Mr.,Harold Stanley,lost,32.0,Second,Passenger,British,Adult,male,False
VESCOVI,Dr.,Silvio B. de,saved,28.0,Second,Passenger,Italian,Adult,male,False
WALKER,Mr.,John,lost,28.0,Second,Passenger,British,Adult,male,False
WALKER,Mrs.,John (Gertrude Thursfield),lost,26.0,Second,Passenger,British,Adult,female,False
WALKER,Miss,Mary Jane,lost,31.0,Second,Passenger,British,Adult,female,False
WALLACE,Mr.,Cyril John George,saved,20.0,Second,Passenger,British,Adult,male,False
WALLACE,Miss,Delia,lost,31.0,Second,Passenger,British,Adult,female,False
WALLACE,Miss,Margaret,lost,31.0,Second,Passenger,British,Adult,female,False
WALSH,Miss,Ellen,lost,31.0,Second,Passenger,British,Adult,female,False
WARD,Mr.,James Langmuir,lost,32.0,Second,Passenger,British,Adult,male,False
WARD,Mr.,Michael,lost,32.0,Second,Passenger,USA,Adult,male,False
WARING,Mr.,Charles,lost,32.0,Second,Passenger,British,Adult,male,False
